x, y
1.0034395851707847, 1.9989191095455539
1.3988904159874211, 10.47489065542183
1.8575803154328627, 36.48073666445518
2.225872509673635, 70.58694678463954
2.626940016702629, 118.76668631854758
2.9485462904252935, 162.27128822897328
3.3180044698854196, 212.5609088786967
3.6951246588555393, 263.4592597503384
4.129886275851039, 314.2785886577727
4.3865460733193515, 341.4575618171695
4.659152479444009, 369.7016530092977
4.940230590379986, 391.26980028393024
5.399201846234998, 419.80275059134374
6.0388941397899085, 443.2506135236705
6.842206476291274, 450.711288706764
7.746311334299051, 437.42099857280004
8.443081638455672, 416.63768913418244
8.967793332335889, 395.8543530529605
9.690616385369138, 366.01159903537786
10.38188549114973, 338.3004664986791
11.02995630350075, 309.93515145721057
11.515341243846763, 288.61883007795495
12.17841938900909, 259.84183351560574
12.824326023845414, 237.45964811069967
13.68011164869789, 206.55103006746663
14.343752312786329, 186.83353136929088
15.300918250463509, 158.58954674757967
16.321942304568, 135.67461582807812
17.79007910067442, 105.29879658464904
20.810110080980618, 62.165432721851516
23.477032902394804, 41.382069998025344
28.131718836957866, 21.131665929628625
35.34458096900373, 7.8090316741044745
40.74202560958792, 4.611599452778677
49.45456613138862, 4.078694082557703
62.353824063929935, 2.7626027177854127
73.90176996507071, 3.6104769554572442
86.29501594330311, 3.6104769554572442
111.36753590669359, 4.426007071568833
142.9671068995247, 3.3601963311269003
183.71258627901733, 0.6956161948135673
239.56164666383665, -3.567626766954163
298.4033047706096, -5.699248247838028
371.40659109625665, -6.232153618059002
454.94231771275605, -4.531236477490708
607.7044233515328, -0.5506182616135931
915.7921493971086, 0.5475366003885966
1191.1609041941886, 0.36194421917875275
1466.1235396488687, -0.17096115104220644
2009.685349780222, 0.644568965069368
