1.26E-15,1
1.27E-15,0.001
1.30E-15,0.000191875
1.33E-15,5.44313E-05
1.36E-15,7.37776E-05
1.39E-15,9.16778E-05
1.42E-15,0.000113921
1.49E-15,0.000147847
1.60E-15,0.000113921
1.72E-15,8.77801E-05
1.89E-15,6.47621E-05
1.98E-15,5.21172E-05
2.07E-15,4.19413E-05
2.28E-15,3.09433E-05
2.56E-15,2.09293E-05
2.75E-15,1.75907E-05
3.02E-15,1.41561E-05
3.17E-15,1.24262E-05
3.40E-15,0.00001
3.65E-15,8.04749E-06
4.11E-15,5.93724E-06
4.62E-15,4.77799E-06
5.20E-15,4.19413E-06
5.85E-15,3.68161E-06
6.58E-15,3.68161E-06
7.40E-15,3.37522E-06
8.13E-15,3.09433E-06
8.93E-15,2.60072E-06
9.59E-15,2.28292E-06
1.16E-14,1.91875E-06
1.36E-14,1.68428E-06
1.57E-14,1.54411E-06
1.85E-14,1.54411E-06
2.08E-14,1.41561E-06
2.40E-14,1.41561E-06
2.70E-14,1.2978E-06
3.34E-14,1.18979E-06
4.22E-14,1.09078E-06
4.75E-14,9.57E-07
6.01E-14,0.000001
7.09E-14,8.78E-07
8.76E-14,8.05E-07
1.03E-13,8.05E-07
1.19E-13,7.38E-07
1.51E-13,7.71E-07
1.66E-13,6.76E-07
2.09E-13,7.06E-07
2.36E-13,7.06E-07
2.65E-13,6.48E-07
3.35E-13,6.48E-07
3.69E-13,6.76E-07
4.15E-13,5.68E-07
4.66E-13,7.06E-07
5.90E-13,8.05E-07
6.64E-13,7.71E-07
7.47E-13,8.78E-07
9.68E-13,9.57E-07
1.06E-12,1.0444E-06
1.20E-12,1.0444E-06
1.35E-12,1.13921E-06
1.48E-12,1.13921E-06
1.66E-12,9.57E-07
1.74E-12,1.09078E-06
1.87E-12,1.35542E-06
2.10E-12,1.47847E-06
2.37E-12,1.47847E-06
2.66E-12,1.2978E-06
3.00E-12,1.47847E-06
3.37E-12,1.35542E-06
3.70E-12,1.41561E-06
4.26E-12,1.41561E-06
4.69E-12,1.41561E-06
5.27E-12,1.54411E-06
5.93E-12,1.47847E-06
6.67E-12,1.75907E-06
7.50E-12,1.75907E-06
9.50E-12,2.38429E-06
1.04E-11,2.18586E-06
1.17E-11,2.7162E-06
1.32E-11,2.38429E-06
1.33E-11,0.000957485
1.34E-11,1
